segment_type,segment,feat1,feat2,interaction,count
food,dessert,person_who_woman,person_emotion_positive,-0.001434239430563927,12
food,dessert,person_who_woman,person_action_posing,0.00997255941049621,6
food,dessert,person_emotion_positive,person_action_eating,-0.004700432650925607,8
food,dessert,person_emotion_positive,person_action_posing,-0.0005137599560034616,11
food,healthy,has_person,warm_tones,0.007189632826578553,5
food,healthy,has_person,main_object_person,0.0013298201703979657,5
food,healthy,has_person,food_type_healthy,0.010534632451453481,5
food,healthy,close_up,warm_tones,-0.0017366935553746014,5
food,healthy,close_up,clean_background,-0.0006431095515304003,5
food,healthy,close_up,packaged,0.005040181909345663,5
food,healthy,close_up,brand_logo,0.000715264964424144,6
food,healthy,close_up,main_object_food,0.00020372927167101068,9
food,healthy,close_up,food_type_healthy,0.005081211118130434,10
food,healthy,top_down,clean_background,-0.002134705280714681,7
food,healthy,top_down,packaged,0.011221390000179712,5
food,healthy,top_down,brand_logo,0.0016656736215056032,7
food,healthy,top_down,main_object_food,-0.0006015166581499579,7
food,healthy,top_down,food_type_healthy,0.010375612108535121,7
food,healthy,warm_tones,clean_background,-5.1575114090944754e-05,7
food,healthy,warm_tones,packaged,-0.011190716643747442,8
food,healthy,warm_tones,text_overlay,0.001200038198003952,7
food,healthy,warm_tones,brand_logo,0.00017960332640963494,13
food,healthy,warm_tones,multiple_items,-0.007431770992430675,10
food,healthy,warm_tones,main_object_food,-7.155164174214504e-05,12
food,healthy,warm_tones,main_object_person,0.004057597644077746,5
food,healthy,warm_tones,food_type_healthy,-0.031164208576944442,17
food,healthy,warm_tones,drink_type_soda_juice,0.00493404721635951,5
food,healthy,clean_background,packaged,0.0084651978612855,10
food,healthy,clean_background,text_overlay,-0.0009060935960073761,9
food,healthy,clean_background,brand_logo,0.00047967228643223085,16
food,healthy,clean_background,multiple_items,-0.0039003795846036813,9
food,healthy,clean_background,main_object_food,4.565467292677874e-05,15
food,healthy,clean_background,food_type_healthy,0.0011497438882869518,17
food,healthy,packaged,brand_logo,0.00021500210219763967,13
food,healthy,packaged,multiple_items,-0.008670127956286026,8
food,healthy,packaged,main_object_food,0.0003591083621561311,11
food,healthy,packaged,food_type_healthy,0.013906554538754787,13
food,healthy,text_overlay,brand_logo,0.00048590311577702744,13
food,healthy,text_overlay,cta,0.034468756647976405,5
food,healthy,text_overlay,multiple_items,0.0004717689825549413,6
food,healthy,text_overlay,main_object_food,-0.0004634553955205648,15
food,healthy,text_overlay,food_type_healthy,0.022711094844265915,15
food,healthy,brand_logo,multiple_items,-0.0007745624574036725,11
food,healthy,brand_logo,main_object_food,0.00023597499672805284,21
food,healthy,brand_logo,food_type_healthy,0.0004059515999297688,24
food,healthy,cta,main_object_food,-0.0018818045794511793,5
food,healthy,cta,food_type_healthy,0.030718368937140472,5
food,healthy,multiple_items,main_object_food,0.0016579669218018684,10
food,healthy,multiple_items,food_type_healthy,0.03380111008361152,14
food,healthy,multiple_items,drink_type_soda_juice,0.01863505366314853,5
food,healthy,main_object_food,food_type_healthy,0.0,26
food,healthy,main_object_person,food_type_healthy,0.0,5
food,healthy,food_type_healthy,drink_type_soda_juice,0.011807678057033252,5
food,main_dish,has_person,warm_tones,0.006019609689356886,15
food,main_dish,has_person,packaged,-0.001166759074757207,7
food,main_dish,has_person,text_overlay,0.0011856929050163391,17
food,main_dish,has_person,brand_logo,-0.0005454095190748118,15
food,main_dish,has_person,multiple_items,-0.007513536816527296,12
food,main_dish,has_person,main_object_food,-0.0011813843846185644,7
food,main_dish,has_person,main_object_person,0.0004886516801470619,10
food,main_dish,has_person,food_type_main_dish,-0.01573046896732251,17
food,main_dish,has_person,person_who_multiple,0.0,8
food,main_dish,has_person,person_emotion_positive,0.0014231973247591128,14
food,main_dish,has_person,person_action_eating,0.0,7
food,main_dish,close_up,top_down,0.00256758831486306,15
food,main_dish,close_up,warm_tones,-0.0021826396773355853,58
food,main_dish,close_up,clean_background,-0.0009759761029824194,43
food,main_dish,close_up,packaged,0.0034987499041968513,23
food,main_dish,close_up,text_overlay,-0.0007062566437429169,49
food,main_dish,close_up,price_discount,-0.11854587528305122,8
food,main_dish,close_up,brand_logo,0.0004548040486915454,58
food,main_dish,close_up,cta,0.02394047014920422,12
food,main_dish,close_up,multiple_items,-0.0039585677018586125,18
food,main_dish,close_up,main_object_food,0.0004400140657287511,71
food,main_dish,close_up,food_type_main_dish,-0.0038134332939920826,71
food,main_dish,top_down,warm_tones,-0.005455751213464191,13
food,main_dish,top_down,clean_background,-0.0013625079959825202,18
food,main_dish,top_down,packaged,0.007412711465209327,5
food,main_dish,top_down,text_overlay,-0.0009332841922810379,12
food,main_dish,top_down,price_discount,0.01869836484120002,5
food,main_dish,top_down,brand_logo,0.002042458570602342,12
food,main_dish,top_down,cta,0.006905143053081569,7
food,main_dish,top_down,multiple_items,-0.016658057452293373,8
food,main_dish,top_down,main_object_food,-0.0004520174948165499,20
food,main_dish,top_down,food_type_main_dish,-0.0024839489226042492,20
food,main_dish,warm_tones,clean_background,-0.0011010615383602337,51
food,main_dish,warm_tones,packaged,-0.010715512823408083,35
food,main_dish,warm_tones,text_overlay,-0.0014827094006798361,81
food,main_dish,warm_tones,price_discount,-0.012912014762022212,10
food,main_dish,warm_tones,brand_logo,0.0002266336269706364,88
food,main_dish,warm_tones,cta,-0.008546586467245881,18
food,main_dish,warm_tones,multiple_items,-0.008622667732050325,44
food,main_dish,warm_tones,main_object_food,-8.607224133006917e-05,92
food,main_dish,warm_tones,main_object_person,0.0035598869890886295,9
food,main_dish,warm_tones,food_type_main_dish,-0.017032878869321293,101
food,main_dish,warm_tones,person_who_multiple,0.0008634717224546076,8
food,main_dish,warm_tones,person_emotion_positive,-0.00265012625240991,12
food,main_dish,warm_tones,person_action_eating,0.0,6
food,main_dish,clean_background,packaged,0.009503808763530098,23
food,main_dish,clean_background,text_overlay,-0.00010091629041429605,57
food,main_dish,clean_background,price_discount,-0.023819434694860104,15
food,main_dish,clean_background,brand_logo,0.00030290638775177186,62
food,main_dish,clean_background,cta,0.016303868235421147,23
food,main_dish,clean_background,multiple_items,-0.004690281753414961,29
food,main_dish,clean_background,main_object_food,4.2510559927923246e-05,73
food,main_dish,clean_background,food_type_main_dish,0.004729208879401855,74
food,main_dish,packaged,text_overlay,0.0016048634693522073,34
food,main_dish,packaged,brand_logo,0.00015041183389032545,46
food,main_dish,packaged,cta,-0.011848244145753035,6
food,main_dish,packaged,multiple_items,-0.00657737109725461,23
food,main_dish,packaged,main_object_food,0.00024511223827372597,42
food,main_dish,packaged,main_object_person,-0.002435980610619958,5
food,main_dish,packaged,food_type_main_dish,0.011518902302232412,47
food,main_dish,packaged,person_emotion_positive,-0.004015282887724635,7
food,main_dish,text_overlay,price_discount,0.012013150673609599,16
food,main_dish,text_overlay,brand_logo,0.0006010236866149786,96
food,main_dish,text_overlay,cta,0.03924302040997955,26
food,main_dish,text_overlay,multiple_items,0.0027826903745752007,50
food,main_dish,text_overlay,main_object_food,-0.00045818691391176833,92
food,main_dish,text_overlay,main_object_person,0.00032514339640780444,10
food,main_dish,text_overlay,food_type_main_dish,-0.013269767735533521,102
food,main_dish,text_overlay,person_who_multiple,0.002214947763973345,8
food,main_dish,text_overlay,person_emotion_positive,-0.0004570775434193387,14
food,main_dish,text_overlay,person_action_eating,-0.006342042855972311,7
food,main_dish,price_discount,brand_logo,8.792571312825687e-05,15
food,main_dish,price_discount,cta,0.046353802881546065,15
food,main_dish,price_discount,multiple_items,0.0061168299309129264,13
food,main_dish,price_discount,main_object_food,-0.021730650339806475,15
food,main_dish,price_discount,food_type_main_dish,-0.06117266855884796,16
food,main_dish,brand_logo,cta,0.002177978903229989,25
food,main_dish,brand_logo,multiple_items,-0.00043690888426212827,52
food,main_dish,brand_logo,main_object_food,0.00024139111818339746,99
food,main_dish,brand_logo,main_object_person,0.0,10
food,main_dish,brand_logo,food_type_main_dish,-3.061225104040378e-05,109
food,main_dish,brand_logo,person_who_multiple,0.0,7
food,main_dish,brand_logo,person_emotion_positive,0.0,12
food,main_dish,brand_logo,person_action_eating,0.00012073111816166653,6
food,main_dish,cta,multiple_items,0.01843452301203053,16
food,main_dish,cta,main_object_food,-0.001923992308314621,25
food,main_dish,cta,food_type_main_dish,0.003857298748358516,26
food,main_dish,multiple_items,main_object_food,0.0015536056178454515,48
food,main_dish,multiple_items,main_object_person,-0.012657662738261927,8
food,main_dish,multiple_items,food_type_main_dish,-0.012754197445129067,56
food,main_dish,multiple_items,person_who_multiple,-0.0008152275704593629,8
food,main_dish,multiple_items,person_emotion_positive,0.00030665662679730686,10
food,main_dish,multiple_items,person_action_eating,-0.001181917396859674,6
food,main_dish,main_object_food,food_type_main_dish,0.0009357523179392149,118
food,main_dish,main_object_person,food_type_main_dish,0.0,10
food,main_dish,main_object_person,person_who_multiple,-0.007942059253734297,6
food,main_dish,main_object_person,person_emotion_positive,0.0,10
food,main_dish,main_object_person,person_action_eating,0.0,6
food,main_dish,food_type_main_dish,person_who_multiple,-0.0009930483353357547,8
food,main_dish,food_type_main_dish,person_emotion_positive,0.009217630656627314,14
food,main_dish,food_type_main_dish,person_action_eating,0.0,7
food,main_dish,person_who_multiple,person_emotion_positive,0.0002436961189302725,8
food,main_dish,person_who_multiple,person_action_eating,0.0,5
food,main_dish,person_emotion_positive,person_action_eating,-0.005763288406780734,7
food,snack,has_person,close_up,0.14803002652681757,8
food,snack,has_person,warm_tones,0.00801535007279196,43
food,snack,has_person,clean_background,0.00029838253800218087,6
food,snack,has_person,packaged,-0.0011328490962241708,47
food,snack,has_person,text_overlay,0.0016755034369943759,46
food,snack,has_person,brand_logo,-0.0005529136092513447,51
food,snack,has_person,cta,0.029381897954468075,16
food,snack,has_person,multiple_items,-0.0024374838859825792,30
food,snack,has_person,main_object_food,-0.0008824838278539644,8
food,snack,has_person,main_object_person,0.000775442172786229,46
food,snack,has_person,food_type_snack,0.002325551953769816,54
food,snack,has_person,person_who_man,-0.004047408849149718,6
food,snack,has_person,person_who_multiple,0.0,21
food,snack,has_person,person_who_woman,-0.0002619342989510367,7
food,snack,has_person,person_emotion_positive,0.0013570102819181796,39
food,snack,has_person,person_action_eating,0.0,20
food,snack,has_person,person_action_posing,-0.004974046015955133,8
food,snack,close_up,top_down,0.0018534987540190485,7
food,snack,close_up,warm_tones,-0.002624630702873742,28
food,snack,close_up,clean_background,-0.001166548311910827,22
food,snack,close_up,packaged,0.006450828561534895,33
food,snack,close_up,text_overlay,-0.0013959956394965659,31
food,snack,close_up,brand_logo,0.0004154213158887854,32
food,snack,close_up,cta,0.03085473342607619,5
food,snack,close_up,multiple_items,-0.0033661772159967076,19
food,snack,close_up,main_object_food,0.0006507704129618039,30
food,snack,close_up,main_object_person,0.059954011080540104,6
food,snack,close_up,food_type_snack,-0.0015690250216194293,36
food,snack,close_up,person_emotion_positive,0.02992357942695112,5
food,snack,top_down,warm_tones,-0.010136170647005413,6
food,snack,top_down,clean_background,-0.0034116666868605683,9
food,snack,top_down,packaged,0.006285084395316599,9
food,snack,top_down,text_overlay,-0.0024742617721709515,9
food,snack,top_down,brand_logo,0.0013175627717347874,9
food,snack,top_down,multiple_items,-0.02708353799390357,7
food,snack,top_down,main_object_food,-0.0008162866904199017,9
food,snack,top_down,food_type_snack,0.0,9
food,snack,warm_tones,clean_background,0.00020475183307447437,39
food,snack,warm_tones,packaged,-0.010576805992238777,83
food,snack,warm_tones,text_overlay,0.0003934031625321418,79
food,snack,warm_tones,brand_logo,0.00012618599599714398,88
food,snack,warm_tones,cta,-0.004231567391621864,28
food,snack,warm_tones,multiple_items,-0.009636458690887957,64
food,snack,warm_tones,main_object_food,-2.7666795119832828e-05,55
food,snack,warm_tones,main_object_person,0.004200322664387464,39
food,snack,warm_tones,food_type_snack,0.0020652688720861506,94
food,snack,warm_tones,person_who_man,-0.005022490641636543,5
food,snack,warm_tones,person_who_multiple,0.0007375322715713189,18
food,snack,warm_tones,person_emotion_positive,-0.0025298120121069793,35
food,snack,warm_tones,person_action_eating,0.0,19
food,snack,warm_tones,person_action_posing,0.0008162044438193046,6
food,snack,clean_background,packaged,0.009385870212425134,52
food,snack,clean_background,text_overlay,-0.000671594530908543,49
food,snack,clean_background,brand_logo,0.0002858533587981674,52
food,snack,clean_background,cta,0.01714920628169946,16
food,snack,clean_background,multiple_items,-0.00396864912833367,38
food,snack,clean_background,main_object_food,3.080704373254342e-05,49
food,snack,clean_background,main_object_person,-6.888542592425031e-05,6
food,snack,clean_background,food_type_snack,-0.0006657708517771151,55
food,snack,clean_background,person_emotion_positive,-0.00020631602066094584,5
food,snack,packaged,text_overlay,0.0010665873433099427,96
food,snack,packaged,price_discount,-0.024040946115594222,6
food,snack,packaged,brand_logo,0.0001479965788230816,112
food,snack,packaged,cta,-0.009655887233151254,35
food,snack,packaged,multiple_items,-0.006420628261487004,78
food,snack,packaged,main_object_food,0.0003239668250230512,73
food,snack,packaged,main_object_person,-0.00448178634516617,40
food,snack,packaged,food_type_snack,-0.0008577500697207277,113
food,snack,packaged,person_who_man,-0.006496626777184644,6
food,snack,packaged,person_who_multiple,-0.0009120159610116422,17
food,snack,packaged,person_who_woman,0.0007597367469322399,7
food,snack,packaged,person_emotion_positive,-0.005235329223258367,32
food,snack,packaged,person_action_eating,0.0011138546310852668,13
food,snack,packaged,person_action_posing,1.684347765555438e-05,8
food,snack,text_overlay,price_discount,0.008617330562560657,6
food,snack,text_overlay,brand_logo,0.0006424349933088389,102
food,snack,text_overlay,cta,0.034934159563890975,35
food,snack,text_overlay,multiple_items,0.0036427328002828774,72
food,snack,text_overlay,main_object_food,-0.0004379230082064409,66
food,snack,text_overlay,main_object_person,0.0005198156540262177,39
food,snack,text_overlay,food_type_snack,0.0015572300724305314,105
food,snack,text_overlay,person_who_man,0.0017880406035437363,5
food,snack,text_overlay,person_who_multiple,0.0019124241213679717,21
food,snack,text_overlay,person_who_woman,-0.00015161465522915357,5
food,snack,text_overlay,person_emotion_positive,-0.0004927392889043433,37
food,snack,text_overlay,person_action_eating,-0.006756275092053382,16
food,snack,text_overlay,person_action_posing,-0.00746564779919428,7
food,snack,price_discount,brand_logo,0.00017603925272307845,6
food,snack,price_discount,cta,0.059155807747339736,5
food,snack,price_discount,multiple_items,0.0009671877370158613,5
food,snack,price_discount,main_object_food,-0.02671702661500199,5
food,snack,price_discount,food_type_snack,0.00018180960577697294,6
food,snack,brand_logo,cta,0.002107355778830957,35
food,snack,brand_logo,multiple_items,-0.00038942132175042707,82
food,snack,brand_logo,main_object_food,0.0002393796301088073,74
food,snack,brand_logo,main_object_person,0.0,44
food,snack,brand_logo,food_type_snack,0.0,118
food,snack,brand_logo,person_who_man,0.0,6
food,snack,brand_logo,person_who_multiple,0.0,20
food,snack,brand_logo,person_who_woman,0.0,7
food,snack,brand_logo,person_emotion_positive,0.0,36
food,snack,brand_logo,person_action_eating,0.00019975287474813846,17
food,snack,brand_logo,person_action_posing,0.0,8
food,snack,cta,multiple_items,0.018542105483041568,26
food,snack,cta,main_object_food,-0.0012699827807611506,24
food,snack,cta,main_object_person,-0.002860701517772109,11
food,snack,cta,food_type_snack,0.0027595644017033706,35
food,snack,cta,person_who_multiple,-0.0006932833224105674,9
food,snack,cta,person_emotion_positive,0.04634147428496601,12
food,snack,multiple_items,main_object_food,0.0016831694281493137,57
food,snack,multiple_items,main_object_person,-0.010531319817463277,27
food,snack,multiple_items,food_type_snack,0.000437476171926356,84
food,snack,multiple_items,person_who_man,0.0,5
food,snack,multiple_items,person_who_multiple,-0.0008725759371132766,14
food,snack,multiple_items,person_emotion_positive,-0.000541986011945458,24
food,snack,multiple_items,person_action_eating,-0.0008805917438631597,11
food,snack,multiple_items,person_action_posing,-0.019069222616640423,5
food,snack,main_object_food,food_type_snack,0.0,77
food,snack,main_object_person,food_type_snack,0.000752685718856766,47
food,snack,main_object_person,person_who_man,-0.0011980520489331518,6
food,snack,main_object_person,person_who_multiple,-0.00756388556055661,17
food,snack,main_object_person,person_who_woman,0.003115022342643841,6
food,snack,main_object_person,person_emotion_positive,0.0,37
food,snack,main_object_person,person_action_eating,0.0,20
food,snack,main_object_person,person_action_posing,0.0001050190478885563,8
food,snack,food_type_snack,person_who_man,-0.0012428271697401156,6
food,snack,food_type_snack,person_who_multiple,-0.000643321457441484,21
food,snack,food_type_snack,person_who_woman,-0.0005334893391586819,7
food,snack,food_type_snack,person_emotion_positive,-0.0002220693385608806,39
food,snack,food_type_snack,person_action_eating,0.0022103283382270984,20
food,snack,food_type_snack,person_action_posing,0.00023451307614272794,8
food,snack,person_who_multiple,person_emotion_positive,0.0004075560439601281,19
food,snack,person_who_multiple,person_action_eating,0.0,8
food,snack,person_emotion_positive,person_action_eating,-0.005348083290787428,18
food,snack,person_emotion_positive,person_action_posing,-0.0002643573650161594,7
drink,alcohol,has_person,close_up,0.14025898763550507,7
drink,alcohol,has_person,warm_tones,0.00767435865641246,36
drink,alcohol,has_person,clean_background,-0.000978283196126954,7
drink,alcohol,has_person,packaged,0.0018664472381703537,15
drink,alcohol,has_person,text_overlay,0.001727336174728942,40
drink,alcohol,has_person,brand_logo,-0.0005455382534911587,36
drink,alcohol,has_person,cta,0.029998584829352803,10
drink,alcohol,has_person,multiple_items,0.000342611652965023,25
drink,alcohol,has_person,main_object_drink,0.002457952596875162,9
drink,alcohol,has_person,main_object_person,0.0009709923783514927,33
drink,alcohol,has_person,drink_type_alcohol,-0.018678995114711824,44
drink,alcohol,has_person,person_who_man,-0.0025785549328679524,11
drink,alcohol,has_person,person_who_multiple,0.0,27
drink,alcohol,has_person,person_emotion_positive,0.0009655025242844583,30
drink,alcohol,has_person,person_action_posing,-0.0026552896424934225,9
drink,alcohol,close_up,top_down,0.001967205110947826,5
drink,alcohol,close_up,warm_tones,0.0022790759223305164,18
drink,alcohol,close_up,clean_background,-0.0011492276648427534,16
drink,alcohol,close_up,packaged,0.007109344259235556,20
drink,alcohol,close_up,text_overlay,0.00037290880383737224,27
drink,alcohol,close_up,price_discount,-0.13103641782681055,5
drink,alcohol,close_up,brand_logo,0.0005302452053546478,24
drink,alcohol,close_up,cta,0.011131758068242658,7
drink,alcohol,close_up,multiple_items,-0.00478955039525653,5
drink,alcohol,close_up,main_object_drink,0.0016394021800399995,24
drink,alcohol,close_up,drink_type_alcohol,0.04473050012939775,29
drink,alcohol,top_down,text_overlay,-0.001127736459905845,6
drink,alcohol,top_down,brand_logo,0.0023427945112096536,5
drink,alcohol,top_down,main_object_drink,0.0004533324986209595,5
drink,alcohol,top_down,drink_type_alcohol,-0.0010096973077983052,6
drink,alcohol,warm_tones,clean_background,0.0003143139713881121,14
drink,alcohol,warm_tones,packaged,-0.010762255311205315,22
drink,alcohol,warm_tones,text_overlay,0.00037190359166808744,51
drink,alcohol,warm_tones,brand_logo,0.00021952272041996876,46
drink,alcohol,warm_tones,cta,-0.003710989382042775,12
drink,alcohol,warm_tones,multiple_items,-0.007603857314716614,26
drink,alcohol,warm_tones,main_object_drink,-0.0011337432756983823,24
drink,alcohol,warm_tones,main_object_person,0.0031249049125016614,28
drink,alcohol,warm_tones,drink_type_alcohol,-0.0012035088719118106,57
drink,alcohol,warm_tones,person_who_man,-0.002466423089908497,8
drink,alcohol,warm_tones,person_who_multiple,0.0008347057967619368,23
drink,alcohol,warm_tones,person_emotion_positive,-0.0034156551270806204,26
drink,alcohol,warm_tones,person_action_posing,0.00019730816209044788,8
drink,alcohol,clean_background,packaged,0.007677714241162596,20
drink,alcohol,clean_background,text_overlay,-0.0006911921229236257,28
drink,alcohol,clean_background,price_discount,-0.022061914643403825,5
drink,alcohol,clean_background,brand_logo,0.00011639119330687458,26
drink,alcohol,clean_background,cta,0.01492178831080199,13
drink,alcohol,clean_background,multiple_items,-0.0036147140437332555,11
drink,alcohol,clean_background,main_object_drink,-0.0004145298436452436,22
drink,alcohol,clean_background,main_object_person,-0.0002288920274854853,5
drink,alcohol,clean_background,drink_type_alcohol,-0.007919594460130268,29
drink,alcohol,clean_background,person_who_multiple,-0.008454095332433548,5
drink,alcohol,packaged,text_overlay,0.0011025439674217446,37
drink,alcohol,packaged,brand_logo,0.0001973800170799963,41
drink,alcohol,packaged,cta,-0.004694355883834691,12
drink,alcohol,packaged,multiple_items,-0.0029271347194356305,21
drink,alcohol,packaged,main_object_drink,0.008421257126749241,33
drink,alcohol,packaged,main_object_person,-0.003900391983722719,9
drink,alcohol,packaged,drink_type_alcohol,0.005197961890033322,43
drink,alcohol,packaged,person_who_multiple,-0.0009120159610116422,7
drink,alcohol,packaged,person_emotion_positive,-0.004468168515911149,8
drink,alcohol,text_overlay,price_discount,0.007646444161136995,6
drink,alcohol,text_overlay,brand_logo,0.0006212029641540724,62
drink,alcohol,text_overlay,cta,0.03155398638640329,20
drink,alcohol,text_overlay,multiple_items,0.003574763563584455,37
drink,alcohol,text_overlay,main_object_drink,-3.113281582923369e-06,40
drink,alcohol,text_overlay,main_object_person,0.0004010057629849583,29
drink,alcohol,text_overlay,drink_type_alcohol,0.004823306740192699,75
drink,alcohol,text_overlay,person_who_man,0.001196844463004374,10
drink,alcohol,text_overlay,person_who_multiple,0.0020828316687123874,27
drink,alcohol,text_overlay,person_emotion_positive,-0.0004485668136005527,28
drink,alcohol,text_overlay,person_action_posing,-0.007522352721709585,6
drink,alcohol,price_discount,brand_logo,0.00010119445509751038,6
drink,alcohol,price_discount,cta,0.06949079499778724,6
drink,alcohol,price_discount,main_object_drink,0.0021876924136940627,5
drink,alcohol,price_discount,drink_type_alcohol,-0.0212866337860237,6
drink,alcohol,brand_logo,cta,0.002018604919256233,19
drink,alcohol,brand_logo,multiple_items,-0.0002955066481604002,33
drink,alcohol,brand_logo,main_object_drink,-0.0013645817297457611,38
drink,alcohol,brand_logo,main_object_person,0.0,26
drink,alcohol,brand_logo,drink_type_alcohol,-8.561410020583618e-05,69
drink,alcohol,brand_logo,person_who_man,0.0,8
drink,alcohol,brand_logo,person_who_multiple,0.0,22
drink,alcohol,brand_logo,person_emotion_positive,0.0,24
drink,alcohol,brand_logo,person_action_posing,0.0,9
drink,alcohol,cta,multiple_items,0.020535257689286275,13
drink,alcohol,cta,main_object_drink,-0.006441919998675774,11
drink,alcohol,cta,main_object_person,0.006246144707533279,8
drink,alcohol,cta,drink_type_alcohol,-0.017197624365357857,20
drink,alcohol,cta,person_who_multiple,-0.0006444276429028713,10
drink,alcohol,cta,person_emotion_positive,0.060788338711152745,9
drink,alcohol,multiple_items,main_object_drink,-0.00558106992806312,16
drink,alcohol,multiple_items,main_object_person,-0.011664122415860189,20
drink,alcohol,multiple_items,drink_type_alcohol,0.014310002940677581,39
drink,alcohol,multiple_items,person_who_multiple,-0.00041378900388196557,21
drink,alcohol,multiple_items,person_emotion_positive,0.0010890335990844493,21
drink,alcohol,main_object_drink,drink_type_alcohol,0.009954410278604683,43
drink,alcohol,main_object_person,drink_type_alcohol,-0.006792474928016912,33
drink,alcohol,main_object_person,person_who_man,-0.0009019891261317,9
drink,alcohol,main_object_person,person_who_multiple,-0.007353259564025481,21
drink,alcohol,main_object_person,person_emotion_positive,0.0,27
drink,alcohol,main_object_person,person_action_posing,0.00011709345491893202,9
drink,alcohol,drink_type_alcohol,person_who_man,0.0,11
drink,alcohol,drink_type_alcohol,person_who_multiple,-0.0006304286569979896,27
drink,alcohol,drink_type_alcohol,person_emotion_positive,-0.0012822147226221813,30
drink,alcohol,drink_type_alcohol,person_action_posing,-0.0011368822915719754,9
drink,alcohol,person_who_multiple,person_emotion_positive,0.0003885553558670227,24
drink,alcohol,person_emotion_positive,person_action_posing,-0.0005559898376560203,8
drink,soda_juice,has_person,close_up,0.12787275620463742,5
drink,soda_juice,has_person,warm_tones,0.011655899072555308,13
drink,soda_juice,has_person,clean_background,-0.000578603079870767,5
drink,soda_juice,has_person,packaged,-0.0003954070309026305,10
drink,soda_juice,has_person,text_overlay,-0.0008971340269629573,11
drink,soda_juice,has_person,brand_logo,-0.00048361976569743674,14
drink,soda_juice,has_person,cta,0.029358588056745582,6
drink,soda_juice,has_person,multiple_items,-0.0006923444032858242,5
drink,soda_juice,has_person,main_object_person,0.0006666366439695805,11
drink,soda_juice,has_person,drink_type_soda_juice,-2.838069591036329e-05,15
drink,soda_juice,has_person,person_who_multiple,0.0,5
drink,soda_juice,has_person,person_emotion_positive,0.0007698840721023667,9
drink,soda_juice,close_up,warm_tones,-0.0033700107862007058,11
drink,soda_juice,close_up,clean_background,-0.0012461753405693802,9
drink,soda_juice,close_up,packaged,0.009318110547931333,10
drink,soda_juice,close_up,text_overlay,-0.0021914924510050824,15
drink,soda_juice,close_up,brand_logo,0.00028453797177308904,13
drink,soda_juice,close_up,cta,0.021778873567830526,7
drink,soda_juice,close_up,main_object_drink,0.0007331872013763943,13
drink,soda_juice,close_up,drink_type_soda_juice,-0.0027665968609921366,16
drink,soda_juice,warm_tones,clean_background,-0.00010801158166126842,21
drink,soda_juice,warm_tones,packaged,-0.011231057638508627,34
drink,soda_juice,warm_tones,text_overlay,-1.9862317451971066e-05,26
drink,soda_juice,warm_tones,brand_logo,0.0001378683339937569,41
drink,soda_juice,warm_tones,cta,-0.005503418781015569,15
drink,soda_juice,warm_tones,multiple_items,-0.0069699997458145205,32
drink,soda_juice,warm_tones,main_object_drink,-0.002007080195675687,24
drink,soda_juice,warm_tones,main_object_food,-2.986094393510756e-05,12
drink,soda_juice,warm_tones,main_object_person,0.004097297724874234,9
drink,soda_juice,warm_tones,food_type_healthy,-0.0274365538958518,5
drink,soda_juice,warm_tones,drink_type_soda_juice,0.0033097048420636364,45
drink,soda_juice,warm_tones,person_emotion_positive,-0.002839451662835309,8
drink,soda_juice,clean_background,packaged,0.009635280685386988,17
drink,soda_juice,clean_background,text_overlay,-0.000493610791010885,23
drink,soda_juice,clean_background,brand_logo,0.0003365589978312193,22
drink,soda_juice,clean_background,cta,0.01783419009970201,13
drink,soda_juice,clean_background,multiple_items,-0.0035504398689276562,18
drink,soda_juice,clean_background,main_object_drink,-0.0005454897049995441,17
drink,soda_juice,clean_background,main_object_food,5.673215534851296e-05,7
drink,soda_juice,clean_background,main_object_person,-0.0002662925840426818,5
drink,soda_juice,clean_background,drink_type_soda_juice,-0.001896575131787368,29
drink,soda_juice,packaged,text_overlay,0.0010661581256612626,24
drink,soda_juice,packaged,brand_logo,0.00012533855080408668,39
drink,soda_juice,packaged,cta,-0.0016378498246197282,11
drink,soda_juice,packaged,multiple_items,-0.006960482694876493,26
drink,soda_juice,packaged,main_object_drink,0.0071273629836267815,25
drink,soda_juice,packaged,main_object_food,0.0013616627812996617,10
drink,soda_juice,packaged,main_object_person,-0.003255698697170503,6
drink,soda_juice,packaged,drink_type_soda_juice,-0.002147995868129213,41
drink,soda_juice,text_overlay,brand_logo,0.0006334203653995415,34
drink,soda_juice,text_overlay,cta,0.03638142278395081,17
drink,soda_juice,text_overlay,multiple_items,0.003532225626071848,19
drink,soda_juice,text_overlay,main_object_drink,-4.2827380451819586e-05,25
drink,soda_juice,text_overlay,main_object_food,-0.0002748013552139771,7
drink,soda_juice,text_overlay,main_object_person,0.00071972758029702,8
drink,soda_juice,text_overlay,drink_type_soda_juice,-0.005274552178636866,40
drink,soda_juice,text_overlay,person_who_multiple,0.002103743625461886,5
drink,soda_juice,text_overlay,person_emotion_positive,-0.0005804270741354644,6
drink,soda_juice,brand_logo,cta,0.00185476473875377,14
drink,soda_juice,brand_logo,multiple_items,-0.0006063045549196289,33
drink,soda_juice,brand_logo,main_object_drink,-0.0013649130266098835,26
drink,soda_juice,brand_logo,main_object_food,0.00021105728873910888,13
drink,soda_juice,brand_logo,main_object_person,0.0,11
drink,soda_juice,brand_logo,drink_type_soda_juice,-4.774286464266718e-05,50
